SupplierID,NumberOfCustomers,AverageShareofBusiness,AverageSizeofSuppliers,AverageSizeofCustomers,CAGRBusiness,TechnologyInvestment,CountryGDP,CountryGDPGrowth,IndexOfPoliticalTurmoil,IndexOfSocialTurmoil,NumberofProducts,NumberofNewProducts,ProfitabilityLast5Years,Bankruptcy
3903,13,23.63,648.46,1156.68,3.75,44.41,0.715547332,6.79,0.528513187,0.816412703,19,12,-9.02,0
3904,7,47.59,485.53,668.27,0.46,48.19,384.0105598,0.02,0.72528598,0.586256859,9,6,-5.7,0
3905,16,33,752.98,1981.67,19.61,10.28,866.4532803,6.56,0.232835501,0.551090827,5,2,16.09,0
3906,17,56.73,101.31,680.01,-4.69,3.13,408.5586779,6.02,0.958599549,0.075706886,6,6,6.94,0
3907,18,56.94,407.46,1994.53,-1.63,28.97,273.8439849,0.59,0.396777923,0.672819647,13,2,16.89,0
3908,17,31.81,210.54,1104.59,0.12,45.45,690.5264834,4.34,0.486956455,0.506681519,17,11,22.95,0
3909,3,21.99,668.16,662.5,4.3,34.79,942.4648055,-1.47,0.513436096,0.887473629,16,14,9.59,0
3910,4,42.21,116.99,598.5,2.48,14.41,749.2800168,4.81,0.115267596,0.917385492,5,0,21.97,0
3911,10,33.03,601.71,314.67,-3.75,33.78,99.82761253,-5.27,0.932437839,0.518970683,10,6,6.47,1
3912,3,49.25,590.79,1373.76,-13.17,28.26,459.5809758,-0.98,0.378284875,0.249510918,14,1,14.98,0
3913,10,37.53,265.05,163.16,-0.31,26.61,312.701102,-2.86,0.820361936,0.1240598,11,3,3.93,0
3914,9,58.79,801.4,430.38,-0.21,8.38,388.2678732,3.99,0.106992686,0.131326068,7,5,17.71,0
3915,9,27.82,534.74,973.97,5.79,16.74,790.6231244,6.65,0.677251767,0.070673677,10,4,26.04,0
3916,9,38.04,385.02,1521.59,-10.34,6.23,122.2778204,-2.42,0.418451348,0.07749664,9,3,27.28,0
3917,20,17.74,530.19,1956.85,4.6,43.57,512.7558913,-5.05,0.390350117,0.502551159,6,4,1.75,0
3918,7,65.43,98.64,1846.03,21.12,4.97,665.4349572,-4.62,0.781921681,0.789923949,5,0,12.12,0
3919,9,51.47,67.9,108.2,-2.1,44.62,376.1963088,-2.72,0.022808263,0.299583739,10,10,9.24,0
3920,11,11.63,254.78,885.95,-2.28,47.56,604.2743842,3.98,0.339215088,0.029854719,17,17,7.99,0
3921,18,73.11,286.92,1904.62,-4.56,28.7,864.5208,-2.59,0.342591268,0.132083181,7,6,19.7,0
3922,16,40.36,394.56,1898.31,23.62,30.42,839.0422494,0.69,0.241314364,0.698168043,2,1,5.69,0
3923,9,25.28,301.37,1488.92,-9.33,25.43,746.6342229,-4.01,0.522552764,0.348269058,18,15,11.23,0
3924,8,73.04,734.61,1982.77,10.5,9.25,186.4260314,6.36,0.915001842,0.050536288,7,4,9.44,0
3925,4,70.52,447.45,1959.08,-12.09,7.73,317.5258042,2.18,0.637391437,0.945986647,9,9,14.67,0
3926,5,34.17,199.26,248.56,-2.93,10.67,279.5037218,3.53,0.775329641,0.736818536,4,1,-1.27,1
3927,19,16.83,698.93,1024.52,20.35,29.21,145.7932945,0.02,0.571916002,0.877974515,17,10,4.24,0
3928,2,43.85,605.54,1494.06,10.93,29.58,430.1284133,3.51,0.900167902,0.32910963,17,0,10.43,1
3929,8,52.71,601.47,272.39,23.77,48.46,107.4574622,6.26,0.083598029,0.08082831,2,2,-0.82,0
3930,17,29.07,940.96,235.87,-9.87,47.52,991.8001066,6.1,0.753374303,0.82466064,5,4,24.22,0
3931,3,15.66,37.9,252.89,-13.38,43.54,345.3391182,-4.76,0.947962392,0.957782779,19,8,23.65,1
3932,3,76.31,592,1193.92,-13.72,41.32,577.6671418,-4.55,0.396187118,0.642240643,20,18,21.21,0
3933,19,32.95,123.35,675.74,8.03,0.88,463.6057912,-4.37,0.489306936,0.547702239,2,2,19.96,0
3934,3,64.43,106.02,1955.88,4.68,22.71,608.4769941,2.05,0.18642816,0.858594825,11,9,28.74,0
3935,3,26.58,305.43,475.82,9.41,9.63,844.7448494,5.71,0.488258128,0.887247508,19,4,3.28,1
3936,20,60.05,56.91,1280.93,-7.29,3.58,822.0597238,-0.92,0.447416779,0.071098454,18,3,19.35,0
3937,9,14.06,816.08,1566.98,13.42,46.68,80.3589281,6.27,0.254040019,0.698841449,5,2,6.96,0
3938,6,75.76,624.82,853.9,5.12,11.6,497.520834,-3.37,0.817159028,0.899314232,13,2,-2.81,1
3939,6,60.56,76.95,1081.73,17.26,44.23,646.2333107,-1.82,0.865437063,0.486739926,10,5,-2.73,0
3940,6,46.85,28.73,1028.54,3.81,43.76,887.5047063,-5.48,0.049031752,0.763134081,3,3,16.72,0
3941,7,23.12,868.88,1110.28,16.39,9.63,833.4014413,-5.7,0.378364832,0.910773028,20,6,13.17,0
3942,20,63.25,150.95,200.02,6,25.2,1.122544564,-4.1,0.600591315,0.394473092,9,2,21.88,0
3943,5,22.83,189.25,1683.47,-6.19,26.49,630.6280277,2.24,0.692432467,0.845718475,19,17,-7.01,0
3944,11,10.68,194.34,1260.43,12.59,0.85,733.7861065,-4.74,0.67009561,0.399912244,1,1,-9.74,0
3945,3,71.13,269.8,1817.45,-3.03,46.08,125.0267139,4.23,0.041967633,0.60505563,14,4,4.7,0
3946,13,78.24,186.98,760.24,18.58,3.17,159.5794216,2.94,0.606733389,0.040809513,8,2,3.59,0
3947,12,56.59,382.93,501.15,-8.26,19.73,560.944716,-5.3,0.665474378,0.199658261,16,6,24.88,0
3948,11,71.31,649.3,1494.08,12.83,35.36,192.6826479,0.87,0.393568959,0.624359517,2,0,24.39,0
3949,14,76.44,628.11,1585.52,24.4,9.96,683.5019613,6.3,0.875789851,0.766905645,5,1,24.69,0
3950,14,73.31,642.64,1971.23,3.55,42.88,883.5339792,4.02,0.09729607,0.079095048,19,3,-8.87,0
3951,8,19.87,557.62,1209.93,5.88,25.73,166.5747716,1.98,0.173123194,0.650794104,13,11,16.78,0
3952,9,23.72,244.51,830.88,-4.07,20.69,760.6505398,-3.45,0.494677266,0.586385448,9,2,24.55,0
3953,11,56.19,616.12,659.08,-8.99,25.41,94.63613878,-1.58,0.797989623,0.752545454,20,1,17.23,1
3954,6,47.22,335.54,784.03,-11.16,1.72,432.9679226,4.54,0.602345885,0.901956801,4,4,12.52,1
3955,16,52.75,463.49,388.58,17.97,35.96,606.0008596,-5.75,0.449463734,0.314775856,9,6,-1.03,0
3956,4,45.38,710.73,1963.74,-8.13,45.77,516.0583996,-2.65,0.949200895,0.172757185,14,12,11.13,0
3957,19,63.73,530.48,1836.63,11.6,5.96,748.7567349,3.57,0.270948085,0.940730487,9,9,17.66,0
3958,18,65.57,162.17,1403.7,-14.43,24.04,454.7010226,-0.58,0.861638855,0.924623238,3,0,-3.23,1
3959,9,65.57,11.72,1036.31,-14.95,3.12,357.6130012,2.6,0.034619356,0.932470604,12,5,-0.09,0
3960,3,19.32,857.61,406.02,18.84,39.03,115.0246567,-0.31,0.06327652,0.061549677,13,12,6.73,0
3961,12,33.62,13.68,442.21,2.6,15.67,605.6770734,2.94,0.037126435,0.516863327,6,2,7.69,0
3962,9,38.48,140.5,1471.9,-3.7,38.09,506.4393404,-1.79,0.901113064,0.165066174,10,4,27.89,0
3963,18,68,793.52,591.05,-8.74,18.41,108.9991102,6.4,0.234712903,0.837144365,11,5,20.69,0
3964,16,14.67,242.9,1744.69,-1.13,15.22,934.8229619,0.28,0.231942389,0.79296745,6,5,0.88,0
3965,20,26.11,217.57,1672.6,-2.62,17.63,304.2927752,-2.67,0.71911617,0.034915238,11,11,16.94,0
3966,1,65.9,494.29,984.69,7.44,17.83,139.261574,1.32,0.500784501,0.695520799,11,10,-0.51,0
3967,3,77.73,43.94,276.72,-4.98,41.49,965.6380204,-0.48,0.023265935,0.828828681,13,11,26.89,0
3968,14,37.27,496.08,388.26,6.34,28.43,296.6667024,3.28,0.235458538,0.84260823,11,6,5.15,0
3969,20,35.45,643.26,1907.71,-6.58,33.03,324.119892,-5.33,0.612890267,0.563782967,13,10,24.23,0
3970,20,16.4,552.89,1565.92,0.98,13.31,879.2351185,4.78,0.310400122,0.98613636,8,3,3.61,0
3971,19,58.26,780.56,138.93,0.86,14.74,838.7154833,1.78,0.094580878,0.884004127,8,4,19.06,0
3972,4,14.39,881.91,1727.48,20.42,23.56,499.9803021,5.12,0.228523007,0.227188459,17,1,28.59,0
3973,3,68.45,576.45,125.67,14.39,11.16,253.4520416,-2.23,0.943168728,0.722622927,8,1,-1.68,1
3974,15,75.63,677.77,731.92,9.86,16.88,747.7920519,-3.7,0.6253351,0.930603706,3,1,28.03,0
3975,6,60.34,289.01,1591.06,20.75,25.13,583.0034457,5.53,0.991399124,0.298789314,5,4,20.4,0
3976,6,23.17,585.19,1654.17,-12.55,15.19,629.105919,-5.23,0.94577752,0.844089488,1,1,-7.87,1
3977,3,76.65,106.54,1982.95,-0.46,13.67,778.8825536,2.71,0.863594782,0.724046043,8,6,21.39,0
3978,4,54.36,846.63,1444.59,22.07,25.27,625.2349505,-0.88,0.980714394,0.289265382,14,3,-3.29,0
3979,1,29.06,641.79,1267.27,20.1,29,40.66450182,0.75,0.440190322,0.987588601,18,8,4.58,0
3980,11,63.75,198.7,127.14,22.66,1.86,614.8577117,-5.72,0.749205622,0.4103237,11,9,14.71,0
3981,16,36.56,139.43,527.1,23.26,4.99,277.0178012,4.87,0.562119939,0.640493065,5,0,24.62,0
3982,15,79.21,908.3,1939.88,7.6,6.9,576.0342858,6.44,0.770475224,0.104649425,11,8,-9.96,0
3983,4,62.35,752.09,272.01,3.03,36.15,602.2409518,2.45,0.179511665,0.601697144,13,0,22.92,0
3984,15,48.7,316.8,710.64,-5.06,16.04,805.6192259,6.01,0.30098493,0.780242967,20,12,26.04,0
3985,15,27.92,510.22,523.75,12.36,27.3,972.1884409,-3,0.323668289,0.453607741,5,5,-10.09,0
3986,4,47.55,921.97,1197.52,-4.24,14.84,297.9107312,2.48,0.801225102,0.916218935,3,0,-5.64,1
3987,4,36.79,949.58,1235.96,24.87,29.75,838.8996336,-0.64,0.794494408,0.397178285,1,0,1.98,0
3988,18,79.77,614.07,722.66,4.26,38.75,844.0123553,-3.36,0.752306869,0.629573289,5,1,-10.12,1
3989,8,23.36,662.66,984.46,20.84,44.16,638.7272174,3.7,0.403502161,0.747834068,19,9,13.13,0
3990,8,44.79,933.4,1690.2,-4.23,24.63,841.6622825,0.71,0.34893065,0.834372368,14,14,20.61,0
3991,7,30.89,502.38,515.33,12.82,26.7,450.7855365,4.4,0.599287245,0.177715559,9,2,-6.13,0
3992,15,11.95,907.85,1343.08,-2.74,24.92,948.1991829,3.85,0.661781833,0.474833206,1,1,0.06,0
3993,7,54.68,924.65,947.24,0.18,17.66,293.2485658,-3.34,0.553814274,0.419204872,19,17,-5.25,0
3994,3,39.06,500.17,712.95,14.35,18.61,468.7018711,-4.6,0.398667499,0.505741288,3,1,2.25,0
3995,15,70.61,269.66,1563.93,-13.4,22.17,733.3342466,-2.75,0.594413765,0.732321588,11,4,0.62,1
3996,5,51.13,534.24,1339.03,-11.88,10.78,863.3157916,-3.6,0.668591685,0.187768338,13,11,-2.36,0
3997,12,43.75,532.95,590.11,3.55,20.21,886.4086732,6.42,0.63780144,0.104455467,17,2,10.47,0
3998,12,55.72,317.86,459.25,-1.79,21.33,94.12078012,4.16,0.00850583,0.26688987,11,8,8.88,0
3999,9,73.43,622.53,1830.91,16.34,49.55,646.9730217,-2.12,0.259818962,0.970165539,15,13,18.8,0
4000,10,57.92,288.87,1466.35,-3.08,4.81,402.767197,3.3,0.617038385,0.829028573,8,4,-9.35,1
4001,20,18.82,565.83,564,10.38,47.33,794.0033028,-4.08,0.058981214,0.112807864,8,2,-4.65,0
4002,4,62.1,696.31,1154.51,-13.78,49.38,585.1133035,4.99,0.832318916,0.122508844,11,7,12.28,0
4003,19,15.49,905.78,1125.93,7.82,5.56,508.5619015,-2.73,0.888311197,0.933878442,12,10,-3.86,1
4004,11,49.93,898.32,1181.47,21.29,39.9,263.1662948,0.69,0.966200233,0.990550505,11,8,10.61,0
4005,3,38.12,304.76,1739.24,4.39,3.36,129.6237828,-0.55,0.653924616,0.942003397,1,1,7.22,0
4006,17,25.09,254.76,473.73,13.77,34.7,408.936502,-3.68,0.857521886,0.016950933,15,4,-7.69,0
4007,19,59.85,520.23,439.72,20.66,27.85,288.6362905,5.3,0.278016977,0.005017119,9,6,-5.21,0
4008,4,49.84,808.96,978.12,6.49,46.16,683.5782364,-5.92,0.999538579,0.321119485,10,10,7.28,1
4009,15,13.63,169.94,1099.54,-8.71,32.38,667.7846295,-0.43,0.059654482,0.403606299,12,10,6.38,0
4010,10,49.42,930.36,1652.06,-2.71,16.13,4.851819656,-1.24,0.325019159,0.313312986,16,8,3.8,0
4011,3,13.69,106.35,1983.43,-11.49,3.93,562.7474809,-3.29,0.797761247,0.990672165,9,4,-9.66,1
4012,11,68.67,306.84,822.83,0.49,19.27,699.3432531,-3.6,0.907666005,0.8308935,16,14,27.04,0
4013,15,63.92,561.72,1337.13,-6.13,36.12,930.3989234,2.73,0.340887429,0.239918178,12,7,-1.79,0
4014,12,39.85,550.73,1557.7,-8.4,35.22,551.2228351,-2.15,0.632350181,0.658035889,4,0,-6.16,1
4015,11,35.66,297.52,1059.76,24.16,12.18,957.5416859,-3.6,0.881885883,0.442771655,13,12,23.82,0
4016,2,30.47,283.71,1786.07,9.05,23.44,785.4243851,-4.21,0.808120025,0.387259242,10,3,25.68,0
4017,9,47.76,406.76,463.09,12.69,26.93,940.5785059,-5.92,0.019028961,0.205709911,5,4,28.71,0
4018,10,48.49,377.24,1422.05,-3.47,3.68,330.3892303,4.74,0.504694418,0.438970926,10,0,11.92,0
4019,11,19.12,84.3,876.89,-3.44,23.9,723.3265144,-0.05,0.834744559,0.761867129,7,0,-2.02,1
4020,3,64.61,784.22,1334.79,-7.34,0.98,841.0720374,-5.26,0.052525108,0.115979044,17,4,24.29,0
4021,9,12.04,837.05,1358.27,17.23,34.39,537.9626863,3.98,0.620784478,0.650870342,18,5,8.66,0
4022,5,63.76,443.77,1913.02,-2.76,15.87,827.3510657,2.49,0.659355099,0.8077089,19,8,-1.19,0
4023,19,28.54,216.18,748.91,22.78,14.88,432.8385711,-2.5,0.627825295,0.863781881,13,0,9.59,0
4024,13,39.38,230.86,1447.07,-6.78,25.9,650.0571865,4.12,0.795713042,0.407623535,16,3,7.92,1
4025,9,12.51,166.09,1683.04,-5.83,43.06,802.1094575,-3.72,0.103197379,0.409399485,17,3,-2.87,0
4026,6,31.76,568.47,1544.21,0.17,26.58,111.2739467,-4.59,0.661524898,0.601112361,17,1,-5.04,1
4027,3,60.63,689.52,1862.02,-3.37,24.51,626.4800644,-1.68,0.510303871,0.791387798,20,6,-10.87,1
4028,18,45.92,363.67,1216.36,6.29,22.1,734.6536244,2.2,0.262969483,0.137983817,13,10,10.41,0
4029,9,37.12,387.29,1527.17,-4.47,28.9,72.24320451,0.8,0.600954357,0.819446179,9,4,10.92,0
4030,3,62.29,716.73,122.45,6.65,30,476.8217082,-0.77,0.048058244,0.736568177,2,2,21.77,0
4031,20,63.33,428.97,1005.26,12.94,47.72,872.7516296,-2.22,0.803081165,0.650529617,6,0,12.68,0
4032,13,34.08,167.11,380.68,-0.14,20.71,132.4613545,2.47,0.808370195,0.142700357,7,1,14.16,0
4033,8,53.36,337.25,511.7,0.73,17.38,842.3652639,-0.27,0.189936467,0.543069518,20,11,5.43,0
4034,19,73.63,97.76,1885.18,10.94,40.95,810.8114693,-1,0.702194542,0.588618983,12,3,6.43,0
4035,14,22.87,207.71,1076.36,21.85,27.76,844.668651,6.67,0.665899621,0.844270528,5,4,24.32,0
4036,18,16.75,630.69,1637.43,-0.56,2.15,809.8347356,1.17,0.010429444,0.452157507,1,1,-3.64,0
4037,14,33.38,734.34,689.77,1.46,3.71,172.1971067,2.13,0.008589881,0.267622473,18,14,6.16,0
4038,7,37.49,554.1,826.72,7.11,23.96,445.8895434,-2.98,0.264222805,0.333183964,9,4,0.37,0
4039,15,57.57,726.65,1439.57,-6.62,15.7,357.3499475,0.66,0.030555462,0.096096328,3,3,-4.75,0
4040,16,69.54,112.98,1381.31,16,32.83,960.5196129,6.51,0.422262178,0.126168245,5,4,-4.49,0
4041,12,11.84,24.98,475.29,-13,2.09,660.9071735,2.21,0.74010777,0.900177714,20,7,16.57,1
4042,7,39.15,815.85,1646.92,15.66,1.15,145.2434051,6.2,0.060055757,0.81718338,15,14,2.25,0
4043,2,19.41,603.17,1281.59,-7,36.05,204.0790441,-5.28,0.214320934,0.524507118,5,4,-5.66,0
4044,10,70.3,876.89,1470.81,4.49,17.41,759.0811656,3.04,0.608412628,0.77571193,9,5,-3.46,0
4045,16,68.24,506.91,693.35,-8.46,2.79,186.8167926,6.98,0.955473577,0.827225636,6,1,21.91,0
4046,17,54.74,701.25,1594.61,-0.57,4.98,731.0926975,5.67,0.968567837,0.205157927,17,15,-4.91,0
4047,17,38.94,487.53,701.18,-4.48,15.37,367.6701876,-0.26,0.751201281,0.7723429,10,4,17.76,0
4048,4,40.94,649.77,499.65,-14.82,32.1,242.0543333,6.62,0.263177558,0.741798872,15,9,26.92,0
4049,10,79.47,605.66,1654.22,-1.13,27.74,597.4878015,0.7,0.181882689,0.227781004,3,2,2.68,0
4050,10,25.81,883.39,1956.08,-1.22,5.49,311.1808594,-2.86,0.400505886,0.426700866,1,1,26.28,0
4051,1,20.58,865.43,945.77,-3.38,2.88,550.4123724,-1.21,0.582992249,0.55019518,16,0,17.5,0
4052,1,33.94,304.23,1645.66,22.97,19.9,332.3858566,-5.32,0.375386633,0.665005276,5,2,10.66,0
4053,10,41.11,174.64,1072.17,3.82,21.48,112.0575107,-4.37,0.253077102,0.398715492,8,8,7.54,0
4054,4,31.5,753,1678.9,9.36,22.21,844.9884629,1.42,0.66417647,0.465527049,17,7,-6.19,0
4055,19,50.94,814.78,1046.72,18.97,49.08,543.0211576,5.46,0.432161084,0.920519272,12,5,-2.93,0
4056,2,16.78,136.28,209.05,0.49,47.44,49.63248713,-2.23,0.588966246,0.539426602,2,2,20.74,1
4057,6,23.64,556.98,1098.31,17.62,25.73,148.822223,-2.73,0.682282252,0.753701704,7,2,11.97,0
4058,10,71.9,539.31,1927.31,17.77,6.24,751.9379454,2.1,0.296443137,0.822147831,20,5,25.4,0
4059,8,64.5,730.47,1399.6,20.02,36.25,870.4376279,6.01,0.548876895,0.477967948,14,4,4.11,0
4060,1,66.65,326.04,520.9,13.06,42.47,540.995308,-2.83,0.156477306,0.437064054,19,14,18.74,0
4061,7,76.83,765.31,1264.6,8.63,39.63,973.6936403,6.59,0.185421134,0.47687932,9,6,27.89,0
4062,14,62.17,612.99,348.31,-3.29,29.19,375.3912049,-4.02,0.698900114,0.120322329,19,19,20.52,0
4063,9,45.63,130.49,1909.57,-8.77,17.21,261.4205267,-3.59,0.028030094,0.069349992,3,3,15.66,0
4064,13,50.61,58.27,1099.38,4.04,37.01,889.7550482,6.63,0.928891937,0.127344089,2,1,-3.92,1
4065,18,74.59,665.93,1020.63,12.04,8.53,795.2826924,-3.99,0.91302754,0.087583599,2,0,-2.64,0
4066,6,50.43,636.86,281.85,-5.08,30.55,582.5794446,1.93,0.472010069,0.425268446,10,2,23.57,0
4067,5,41.4,71.25,220.52,23.28,30.2,220.4566145,2.71,0.660233335,0.59502498,9,0,16.78,0
4068,14,49.11,315.74,1566.78,-0.27,4.04,770.5508822,-1.94,0.837985555,0.648160795,17,10,0.82,0
4069,9,22.99,244.43,1060.15,-11.54,43.49,69.52408431,0.79,0.180558113,0.058347245,2,0,17.16,0
4070,15,66.6,449.19,674.52,19.46,0.66,592.542198,1.2,0.588805155,0.876498908,19,15,-2.27,0
4071,9,52.39,241.94,1728.95,5.25,9.17,397.0250472,-4.9,0.344888375,0.735560813,9,5,27.75,0
4072,2,16.85,145.08,1148.92,18.82,28.73,885.0808694,4.98,0.635946111,0.769471579,9,2,16.07,0
4073,11,49.11,718.01,729.89,-3.88,39.31,60.32977166,-2.98,0.729074762,0.053285835,16,5,-3.05,1
4074,11,77.46,186.41,1848.07,-2.07,21,494.0140794,6.66,0.178627076,0.52128831,6,6,25.49,0
4075,1,68.93,89.85,389.23,1.6,6.13,128.2220224,2.09,0.822698173,0.104227825,10,3,-1.26,1
4076,15,19.32,911.25,1459.33,0.54,37.4,76.58273455,4.52,0.282506351,0.700940108,3,3,26.46,0
4077,14,42.61,290.76,570.35,23.45,43.33,494.0271149,2.21,0.358994906,0.501096433,10,7,19.49,0
4078,20,20.45,526.88,447.65,-6.22,20.59,992.2774656,4.63,0.188719172,0.500916437,13,4,27.74,0
4079,15,27.69,476.42,1147.15,-0.16,39.21,686.8738774,-5.9,0.178661114,0.145998931,8,4,-7.31,0
4080,6,53.31,936.06,1842.09,-9.85,10.81,284.9753273,0.9,0.791923209,0.285462176,4,1,22.58,0
4081,9,79.01,910.43,1991.97,6.29,38.28,899.0053781,-5.79,0.048513242,0.548773854,9,8,-5.19,0
4082,20,58.1,26.65,511.54,-11.47,13.48,382.2834783,-5.45,0.072617894,0.691947739,8,1,28.34,0
4083,7,12.31,907.59,1106.7,-14.25,49.19,214.3350989,2.8,0.309299788,0.533323462,7,0,10.85,0
4084,15,65.98,433.37,398.98,13.62,21.96,713.611701,-4.01,0.703142694,0.769727871,17,14,11.29,0
4085,6,67.55,119.99,860.38,3.68,25.99,761.612276,6.16,0.218962173,0.84633828,16,12,26.49,0
4086,3,69.38,748.46,524.98,3.95,42.61,397.9130361,6.36,0.364512849,0.232117964,3,0,27.82,0
4087,13,53.71,350.67,1588.57,5.49,49.55,848.7232166,5.86,0.135514568,0.070846138,15,11,9.69,0
4088,18,49.98,812.42,1542.84,13.37,20.09,947.1495155,5.88,0.582141664,0.864926887,9,1,23.14,0
4089,3,26.68,391.7,232.15,11.29,49.11,576.277972,1.13,0.449040613,0.077447955,12,6,8.11,0
4090,9,59.78,472.99,1386.02,22.39,16.79,73.85706141,-2.98,0.392906305,0.279159908,2,0,10.16,0
4091,13,28.29,205.02,335.32,-14.13,35.37,128.5681057,-3.59,0.656929525,0.672572123,9,2,11.93,1
4092,9,61.12,783.15,1228.62,7.69,38.17,481.3959497,2.29,0.714942903,0.98775988,6,3,7.65,0
4093,14,62.34,132.53,701.98,-3.27,11.39,366.10306,6.91,0.363207474,0.421754382,11,2,13.02,0
4094,19,69.69,915.24,1754.56,10.23,46.21,181.752674,6.37,0.011778759,0.371175174,2,0,1.87,0
4095,2,44.43,633.48,1699.44,-2.37,18.71,689.9829225,6.26,0.563396788,0.962182509,16,2,10.82,0
4096,1,20.37,256.17,1001.38,-10.39,29.94,1.045399433,6.15,0.789871297,0.59037492,10,9,16.2,0
4097,7,49.21,118.69,466.64,8.53,34.92,597.8064609,2.42,0.218817979,0.941476114,12,6,0.32,0
4098,12,35.86,609,219.59,-14.95,43.32,496.1980809,-2.87,0.559859539,0.975163689,7,3,2.85,1
4099,5,14.31,797.46,1017.06,2.73,35.3,257.0823565,5.78,0.439360295,0.99354957,3,0,22.19,0
4100,16,77.57,583.45,959.08,0.31,40.25,778.3951795,2.53,0.857680143,0.2340159,2,2,-1.91,0
4101,4,48.13,432.85,558.27,17.91,22.35,342.7137061,3.65,0.580577784,0.134564607,15,3,0.86,0
4102,20,63.5,155.22,1833.46,-2.39,19.81,276.2003621,4.37,0.732686307,0.678228361,3,0,21.91,0
4103,20,55.53,64.11,304.78,-13.28,43.32,593.5006609,5.3,0.337851976,0.980964949,16,6,4.1,0
4104,1,58.13,564.62,1543.05,16.17,15.1,384.5833689,-2.87,0.302441922,0.829836859,13,13,0.87,0
4105,2,18.11,569.24,604.22,4.57,34.02,962.1434779,-2.43,0.11253768,0.205856713,5,3,5.46,0
4106,7,39.99,314.08,1087.07,18.16,21.13,973.7505026,-5.78,0.482176433,0.795295051,13,10,17.02,0
4107,11,77.27,364.17,596.42,-0.39,23.31,569.7960393,-0.19,0.467622383,0.609859142,18,10,3.83,0
4108,3,53.67,465.01,476.59,4.24,0.61,174.076789,1.96,0.948819601,0.049619622,1,0,1.72,0
4109,1,64.15,463.03,1832.22,-5.91,45.96,270.2683448,4.46,0.300508058,0.660646175,7,3,9.13,0
4110,5,64.61,84.77,1753.43,-5.7,15.87,456.6464287,5.03,0.205294241,0.518267923,18,13,18.23,0
4111,1,53.89,770.68,1729.33,3.28,13.47,609.6631011,-4.95,0.87717797,0.622515526,8,0,-8.12,1
4112,5,54.23,609.74,1998.24,-11.95,42.29,106.9199896,3.97,0.527413171,0.372655809,14,8,25.81,0
4113,11,37.52,245.84,881.38,-11.15,28.82,716.6788734,-4.11,0.591483473,0.575320186,11,5,2.93,1
4114,9,67.14,238.07,1229.49,-12.77,41.63,271.358614,-5.67,0.035949872,0.405058988,2,2,0.11,0
4115,6,49.54,19.85,1862.22,22.2,37.55,185.8213852,2.03,0.049359339,0.281033069,14,7,-8.84,0
4116,11,43.79,288.89,1000.38,13.01,40.7,363.9276607,3.77,0.714580141,0.704617057,5,2,19.94,0
4117,9,54.91,504.24,261.91,20.82,35.48,192.2814664,6.12,0.551693678,0.642880845,5,0,12.52,0
4118,16,53.96,62.12,1644.54,9.34,15.05,574.6590661,4.88,0.187138009,0.776042632,19,5,1.15,0
4119,9,20.72,796.5,795.24,-11.57,25.62,659.7583249,5.83,0.506436328,0.466673625,3,1,22.6,0
4120,12,56.14,91.95,177.39,13.21,3.47,631.2977075,6.93,0.757678257,0.676632531,13,6,4.41,0
4121,13,47.2,481.1,359.29,17.09,39.36,170.6686015,4.08,0.620483039,0.343674719,20,4,21.55,0
4122,6,45.7,195.05,1001.34,-1.59,5.61,933.0591442,3.77,0.455502602,0.064358432,1,1,5.49,0
4123,12,70.03,661.45,725.23,-3.28,35.89,251.1197332,-4.98,0.542448975,0.083899022,8,1,0.16,0
4124,15,58.06,918.43,1616.3,11.43,17.51,558.0244393,1.47,0.41796238,0.300232804,10,9,28.63,0
4125,3,60.21,612.48,1125.98,22.22,49.33,541.0691302,1.55,0.75268685,0.839514086,10,7,18.28,0
4126,5,24.21,946.13,914.05,-13.61,46.22,734.2472762,-4.32,0.811508297,0.653121245,5,4,-7.79,1
4127,7,27.91,63.78,827.67,4.95,8.81,89.01476944,2.81,0.507320127,0.286571908,3,3,-6.26,0
4128,11,63.73,57.38,1351.89,-4.21,31.08,407.4309267,5.86,0.151077134,0.344693693,14,11,28.66,0
4129,18,19.71,938,1919.31,19.74,0.15,560.9590503,-1.24,0.32552021,0.294933376,2,2,4.65,0
4130,14,71.75,900,728.18,-7.18,20.53,427.2568321,-1.9,0.510328536,0.08892063,3,1,1.53,0
4131,11,12.84,447.06,485.79,-2.58,45.05,495.9021331,4.61,0.634558172,0.816503484,7,3,25.72,0
4132,11,27.64,345.93,422.97,15.88,9.03,885.7431056,-2.67,0.00877624,0.038324465,1,1,-0.14,0
4133,16,31.13,683.93,1004.51,13.93,24.67,146.8403022,-3.33,0.166696803,0.536460361,20,10,-4.17,0
4134,5,45.76,297.19,643.97,1.24,25.82,598.0042561,-0.12,0.010419895,0.768895454,15,4,28.04,0
4135,13,33.72,431.97,115.69,20.95,22.1,790.3396233,5.36,0.890164401,0.760633199,18,11,-10.29,0
4136,1,65.72,769.04,1955.1,14.2,29.91,997.9241827,-5.73,0.177150612,0.854462502,13,8,6.98,0
4137,11,52.13,807.01,234.97,-6.27,27.8,164.6259661,4.01,0.443124995,0.859365364,11,4,12.7,0
4138,14,40.91,574.68,1428.41,21.03,38.29,68.56221493,5.78,0.917286477,0.499926026,12,1,3.89,0
